Entity,Code,Year,Wind capacity (total) (GW)
Dominican Republic,DOM,2015,0.0855
Dominican Republic,DOM,2016,0.13530001
Dominican Republic,DOM,2017,0.135
Dominican Republic,DOM,2018,0.18330002
Dominican Republic,DOM,2019,0.3703
Dominican Republic,DOM,2020,0.3703
Dominican Republic,DOM,2021,0.3703
Dominican Republic,DOM,2022,0.4171
Dominican Republic,DOM,2023,0.4171
Ecuador,ECU,2007,0.0024
Ecuador,ECU,2008,0.0024
Ecuador,ECU,2009,0.0024
Ecuador,ECU,2010,0.0024
Ecuador,ECU,2011,0.0024
Ecuador,ECU,2012,0.0024
Ecuador,ECU,2013,0.018900001
Ecuador,ECU,2014,0.02115
Ecuador,ECU,2015,0.02115
Ecuador,ECU,2016,0.02115
Ecuador,ECU,2017,0.02115
Ecuador,ECU,2018,0.02115
Ecuador,ECU,2019,0.02115
Ecuador,ECU,2020,0.02115
Ecuador,ECU,2021,0.02115
Ecuador,ECU,2022,0.02115
Ecuador,ECU,2023,0.07113001
Egypt,EGY,2000,0.074
Egypt,EGY,2001,0.074
Egypt,EGY,2002,0.074
Egypt,EGY,2003,0.074
Egypt,EGY,2004,0.15
Egypt,EGY,2005,0.15
Egypt,EGY,2006,0.23500001
Egypt,EGY,2007,0.31500003
Egypt,EGY,2008,0.395
Egypt,EGY,2009,0.44000003
Egypt,EGY,2010,0.555
Egypt,EGY,2011,0.555
Egypt,EGY,2012,0.555
Egypt,EGY,2013,0.555
Egypt,EGY,2014,0.555
Egypt,EGY,2015,0.75500005
Egypt,EGY,2016,0.75500005
Egypt,EGY,2017,0.75500005
Egypt,EGY,2018,1.13
Egypt,EGY,2019,1.1320001
Egypt,EGY,2020,1.3800001
Egypt,EGY,2021,1.6400001
Egypt,EGY,2022,1.6425
Egypt,EGY,2023,1.8900001
El Salvador,SLV,2020,0.036000002
El Salvador,SLV,2021,0.054
El Salvador,SLV,2022,0.054
El Salvador,SLV,2023,0.054
Eritrea,ERI,2007,0.00082500005
Eritrea,ERI,2008,0.00082500005
Eritrea,ERI,2009,0.00082500005
Eritrea,ERI,2010,0.00082500005
Eritrea,ERI,2011,0.00082500005
Eritrea,ERI,2012,0.00082500005
Eritrea,ERI,2013,0.00082500005
Eritrea,ERI,2014,0.00082500005
Eritrea,ERI,2015,0.00082500005
Eritrea,ERI,2016,0.00082500005
Eritrea,ERI,2017,0.00082500005
Eritrea,ERI,2018,0.00082500005
Eritrea,ERI,2019,0.00082500005
Eritrea,ERI,2020,0.00082500005
Eritrea,ERI,2021,0.00082500005
Eritrea,ERI,2022,0.00082500005
Eritrea,ERI,2023,0.00082500005
Estonia,EST,2002,0.001
Estonia,EST,2003,0.003
Estonia,EST,2004,0.007
Estonia,EST,2005,0.031000001
Estonia,EST,2006,0.031000001
Estonia,EST,2007,0.05
Estonia,EST,2008,0.07700001
Estonia,EST,2009,0.104
Estonia,EST,2010,0.108
Estonia,EST,2011,0.18
Estonia,EST,2012,0.266
Estonia,EST,2013,0.24800001
Estonia,EST,2014,0.275
Estonia,EST,2015,0.3
Estonia,EST,2016,0.31
Estonia,EST,2017,0.3118
Estonia,EST,2018,0.31
Estonia,EST,2019,0.316
Estonia,EST,2020,0.317
Estonia,EST,2021,0.31500003
Estonia,EST,2022,0.316
Estonia,EST,2023,0.40800002
Ethiopia,ETH,2011,0.081
Ethiopia,ETH,2012,0.081
Ethiopia,ETH,2013,0.171
Ethiopia,ETH,2014,0.171
Ethiopia,ETH,2015,0.324
Ethiopia,ETH,2016,0.32400602
Ethiopia,ETH,2017,0.32400602
Ethiopia,ETH,2018,0.32400602
Ethiopia,ETH,2019,0.32400602
Ethiopia,ETH,2020,0.32400602
Ethiopia,ETH,2021,0.32400602
Ethiopia,ETH,2022,0.40400603
Ethiopia,ETH,2023,0.32400602
Europe,,2000,12.756916
Europe,,2001,17.396935
Europe,,2002,23.296112
Europe,,2003,28.161947
Europe,,2004,34.32937
Europe,,2005,40.69429
Europe,,2006,47.9289
Europe,,2007,56.35081
Europe,,2008,64.06529
Europe,,2009,75.814545
Europe,,2010,84.93002
Europe,,2011,94.723946
Europe,,2012,107.20246
Europe,,2013,118.1838
Europe,,2014,130.20818
Europe,,2015,143.02557
Europe,,2016,155.73808
Europe,,2017,170.62718
Europe,,2018,181.83931
Europe,,2019,196.21161
Europe,,2020,208.8416
Europe,,2021,223.4725
Europe,,2022,242.49586
Europe,,2023,259.62915
European Union (27),,2000,12.297515
European Union (27),,2001,16.844954
European Union (27),,2002,22.604631
European Union (27),,2003,27.251318
European Union (27),,2004,33.15174
European Union (27),,2005,38.760483
European Union (27),,2006,45.586094
European Union (27),,2007,53.4158
European Union (27),,2008,60.111286
European Union (27),,2009,70.85252
European Union (27),,2010,78.93701
European Union (27),,2011,87.40653
European Union (27),,2012,97.14504
European Union (27),,2013,105.631386
European Union (27),,2014,115.61917
European Union (27),,2015,127.17376
European Union (27),,2016,137.97481
European Union (27),,2017,148.9123
European Union (27),,2018,157.21149
European Union (27),,2019,167.14012
European Union (27),,2020,177.07175
European Union (27),,2021,187.94746
European Union (27),,2022,203.55397
European Union (27),,2023,218.68448
Falkland Islands,FLK,2000,0.00026
Falkland Islands,FLK,2001,0.00026
Falkland Islands,FLK,2002,0.00026
Falkland Islands,FLK,2003,0.00026
Falkland Islands,FLK,2004,0.00026
Falkland Islands,FLK,2005,0.00026
Falkland Islands,FLK,2006,0.00026
Falkland Islands,FLK,2007,0.0012500001
Falkland Islands,FLK,2008,0.0013300001
Falkland Islands,FLK,2009,0.0013300001
Falkland Islands,FLK,2010,0.00232
Falkland Islands,FLK,2011,0.00232
Falkland Islands,FLK,2012,0.00232
Falkland Islands,FLK,2013,0.00232
Falkland Islands,FLK,2014,0.00331
Falkland Islands,FLK,2015,0.00331
Falkland Islands,FLK,2016,0.00331
Falkland Islands,FLK,2017,0.00331
Falkland Islands,FLK,2018,0.00331
Falkland Islands,FLK,2019,0.00331
Falkland Islands,FLK,2020,0.00331
Falkland Islands,FLK,2021,0.00331
Falkland Islands,FLK,2022,0.00331
Falkland Islands,FLK,2023,0.00331
Faroe Islands,FRO,2000,0.00015
Faroe Islands,FRO,2001,0.00015
Faroe Islands,FRO,2002,0.00015
Faroe Islands,FRO,2003,0.0021300002
Faroe Islands,FRO,2004,0.0021300002
Faroe Islands,FRO,2005,0.00411
Faroe Islands,FRO,2006,0.00411
Faroe Islands,FRO,2007,0.00411
Faroe Islands,FRO,2008,0.00411
Faroe Islands,FRO,2009,0.00411
Faroe Islands,FRO,2010,0.00411
Faroe Islands,FRO,2011,0.00411
Faroe Islands,FRO,2012,0.00861
Faroe Islands,FRO,2013,0.00861
Faroe Islands,FRO,2014,0.02031
Faroe Islands,FRO,2015,0.02031
Faroe Islands,FRO,2016,0.02031
Faroe Islands,FRO,2017,0.02031
Faroe Islands,FRO,2018,0.016350001
Faroe Islands,FRO,2019,0.012750001
Faroe Islands,FRO,2020,0.01905
Faroe Islands,FRO,2021,0.0225
Faroe Islands,FRO,2022,0.0225
Faroe Islands,FRO,2023,0.0225
Fiji,FJI,2000,0.000060000002
Fiji,FJI,2001,0.000060000002
Fiji,FJI,2002,0.000060000002
Fiji,FJI,2003,0.000060000002
Fiji,FJI,2007,0.010175001
Fiji,FJI,2008,0.010175001
Fiji,FJI,2009,0.010175001
Fiji,FJI,2010,0.010175001
Fiji,FJI,2011,0.010175001
Fiji,FJI,2012,0.010175001
Fiji,FJI,2013,0.010175001
Fiji,FJI,2014,0.010175001
Fiji,FJI,2015,0.010175001
Fiji,FJI,2016,0.010175001
Fiji,FJI,2017,0.010175001
Fiji,FJI,2018,0.010175001
Fiji,FJI,2019,0.010175001
Fiji,FJI,2020,0.010175001
Fiji,FJI,2021,0.010175001
Fiji,FJI,2022,0.010175001
Fiji,FJI,2023,0.010175001
Finland,FIN,2000,0.038000003
Finland,FIN,2001,0.039
Finland,FIN,2002,0.043
Finland,FIN,2003,0.052
Finland,FIN,2004,0.082
Finland,FIN,2005,0.082
Finland,FIN,2006,0.086
Finland,FIN,2007,0.11000001
Finland,FIN,2008,0.143
Finland,FIN,2009,0.147
Finland,FIN,2010,0.19700001
Finland,FIN,2011,0.19900002
Finland,FIN,2012,0.257
Finland,FIN,2013,0.44700003
Finland,FIN,2014,0.62700003
Finland,FIN,2015,1.005
Finland,FIN,2016,1.565
Finland,FIN,2017,2.0440001
Finland,FIN,2018,2.0410001
Finland,FIN,2019,2.2840002
Finland,FIN,2020,2.5860002
Finland,FIN,2021,3.2570002
Finland,FIN,2022,5.677
Finland,FIN,2023,6.9570003
France,FRA,2000,0.038000003
France,FRA,2001,0.066
France,FRA,2002,0.13800001
France,FRA,2003,0.21800001
France,FRA,2004,0.358
France,FRA,2005,0.69000006
France,FRA,2006,1.4120001
France,FRA,2007,2.223
France,FRA,2008,3.403
France,FRA,2009,4.5820003
France,FRA,2010,5.912
France,FRA,2011,6.758016
France,FRA,2012,7.607496
France,FRA,2013,8.160131
France,FRA,2014,9.201395
France,FRA,2015,10.298147
France,FRA,2016,11.566562
France,FRA,2017,13.499352
France,FRA,2018,14.900144
France,FRA,2019,16.426853
France,FRA,2020,17.535275
France,FRA,2021,18.551123
France,FRA,2022,20.810575
France,FRA,2023,22.195576
French Polynesia,PYF,2000,0.000120000004
French Polynesia,PYF,2001,0.000120000004
French Polynesia,PYF,2002,0.000120000004
French Polynesia,PYF,2003,0.000120000004
French Polynesia,PYF,2004,0.00013500001
French Polynesia,PYF,2005,0.00013500001
French Polynesia,PYF,2006,0.00013500001
French Polynesia,PYF,2007,0.00015800001
French Polynesia,PYF,2008,0.000368
French Polynesia,PYF,2009,0.000368
French Polynesia,PYF,2010,0.000248
French Polynesia,PYF,2011,0.000248
French Polynesia,PYF,2012,0.000248
French Polynesia,PYF,2013,0.000248
French Polynesia,PYF,2014,0.000248
French Polynesia,PYF,2015,0.000248
French Polynesia,PYF,2016,0.000248
French Polynesia,PYF,2017,0.000248
French Polynesia,PYF,2018,0.000248
French Polynesia,PYF,2019,0.000248
French Polynesia,PYF,2020,0.000248
French Polynesia,PYF,2021,0.000248
French Polynesia,PYF,2022,0.000248
French Polynesia,PYF,2023,0.000248
Gambia,GMB,2009,0.00015
Gambia,GMB,2010,0.00015
Gambia,GMB,2011,0.00015
Gambia,GMB,2012,0.00105
Gambia,GMB,2013,0.00105
Gambia,GMB,2014,0.001214
Gambia,GMB,2015,0.001214
Gambia,GMB,2016,0.001214
Gambia,GMB,2017,0.001214
Gambia,GMB,2018,0.001214
Gambia,GMB,2019,0.001214
Gambia,GMB,2020,0.001214
Gambia,GMB,2021,0.001214
Gambia,GMB,2022,0.001214
Gambia,GMB,2023,0.001214
Georgia,GEO,2016,0.020000001
Georgia,GEO,2017,0.020000001
Georgia,GEO,2018,0.020000001
Georgia,GEO,2019,0.021000002
Georgia,GEO,2020,0.021000002
Georgia,GEO,2021,0.021000002
Georgia,GEO,2022,0.021000002
Georgia,GEO,2023,0.021000002
Germany,DEU,2000,6.0950003
Germany,DEU,2001,8.754001
Germany,DEU,2002,12.001
Germany,DEU,2003,14.3810005
Germany,DEU,2004,16.419
Germany,DEU,2005,18.248001
Germany,DEU,2006,20.474
Germany,DEU,2007,22.116001
Germany,DEU,2008,22.794
Germany,DEU,2009,25.732
Germany,DEU,2010,26.903002
Germany,DEU,2011,28.712002
Germany,DEU,2012,30.979002
Germany,DEU,2013,33.477
Germany,DEU,2014,38.614002
Germany,DEU,2015,44.58
Germany,DEU,2016,49.435
Germany,DEU,2017,55.58
Germany,DEU,2018,58.721004
Germany,DEU,2019,60.742004
Germany,DEU,2020,62.201004
Germany,DEU,2021,63.711002
Germany,DEU,2022,66.163
Germany,DEU,2023,69.459
Ghana,GHA,2015,0.000020000001
Ghana,GHA,2016,0.000020000001
Ghana,GHA,2017,0.000020000001
Ghana,GHA,2018,0.000020000001
Ghana,GHA,2019,0.000020000001
Ghana,GHA,2020,0.000020000001
Ghana,GHA,2021,0.000020000001
Ghana,GHA,2022,0.000020000001
Ghana,GHA,2023,0.000020000001
Greece,GRC,2000,0.22600001
Greece,GRC,2001,0.27
Greece,GRC,2002,0.287
Greece,GRC,2003,0.37100002
Greece,GRC,2004,0.47000003
Greece,GRC,2005,0.49100003
Greece,GRC,2006,0.749
Greece,GRC,2007,0.846
Greece,GRC,2008,1.0220001
Greece,GRC,2009,1.171
Greece,GRC,2010,1.2980001
Greece,GRC,2011,1.6400001
Greece,GRC,2012,1.7530001
Greece,GRC,2013,1.8090001
Greece,GRC,2014,1.978
Greece,GRC,2015,2.091
Greece,GRC,2016,2.3700001
Greece,GRC,2017,2.624
Greece,GRC,2018,2.8774953
Greece,GRC,2019,3.5890002
Greece,GRC,2020,4.1192503
Greece,GRC,2021,4.64913
Greece,GRC,2022,4.70233
Greece,GRC,2023,5.22033
Greenland,GRL,2018,0.000050000002
Greenland,GRL,2019,0.000050000002
Greenland,GRL,2020,0.000050000002
Greenland,GRL,2021,0.000050000002
Greenland,GRL,2022,0.00011000001
Greenland,GRL,2023,0.00011000001
Grenada,GRD,2008,0.000080000005
Grenada,GRD,2009,0.000080000005
Grenada,GRD,2010,0.000080000005
Grenada,GRD,2011,0.000080000005
Grenada,GRD,2012,0.000080000005
Grenada,GRD,2013,0.000080000005
Grenada,GRD,2014,0.000080000005
Grenada,GRD,2015,0.000080000005
Grenada,GRD,2016,0.000080000005
Grenada,GRD,2017,0.000080000005
Grenada,GRD,2018,0.000080000005
Grenada,GRD,2019,0.000080000005
Grenada,GRD,2020,0.000080000005
Grenada,GRD,2021,0.000080000005
Grenada,GRD,2022,0.000080000005
Grenada,GRD,2023,0.000080000005
Guadeloupe,GLP,2000,0.0064200005
Guadeloupe,GLP,2001,0.00972
Guadeloupe,GLP,2002,0.01192
Guadeloupe,GLP,2003,0.017860001
Guadeloupe,GLP,2004,0.017860001
Guadeloupe,GLP,2005,0.017860001
Guadeloupe,GLP,2006,0.019790001
Guadeloupe,GLP,2007,0.022815002
Guadeloupe,GLP,2008,0.024190001
Guadeloupe,GLP,2009,0.024190001
Guadeloupe,GLP,2010,0.025840001
Guadeloupe,GLP,2011,0.025840001
Guadeloupe,GLP,2012,0.025840001
Guadeloupe,GLP,2013,0.025840001
Guadeloupe,GLP,2014,0.025840001
Guadeloupe,GLP,2015,0.026815
Guadeloupe,GLP,2016,0.027335001
Guadeloupe,GLP,2017,0.027335001
Guadeloupe,GLP,2018,0.043335002
Guadeloupe,GLP,2019,0.048435003
Guadeloupe,GLP,2020,0.042105
Guadeloupe,GLP,2021,0.052005004
Guadeloupe,GLP,2022,0.052005004
Guadeloupe,GLP,2023,0.052005004
Guam,GUM,2016,0.00027500003
Guam,GUM,2017,0.00027500003
Guam,GUM,2018,0.00027500003
Guam,GUM,2019,0.00027500003
Guam,GUM,2020,0.00027500003
Guam,GUM,2021,0.00027500003
Guam,GUM,2022,0.00027500003
Guam,GUM,2023,0.00027500003
Guatemala,GTM,2015,0.0759
Guatemala,GTM,2016,0.0759
Guatemala,GTM,2017,0.0759
Guatemala,GTM,2018,0.10740001
Guatemala,GTM,2019,0.10740001
Guatemala,GTM,2020,0.10740001
Guatemala,GTM,2021,0.10740001
Guatemala,GTM,2022,0.10740001
Guatemala,GTM,2023,0.10740001
Guyana,GUY,2000,0.000011
Guyana,GUY,2001,0.000011
Guyana,GUY,2002,0.000011
Guyana,GUY,2003,0.000011
Guyana,GUY,2004,0.000011
Guyana,GUY,2005,0.000011
Guyana,GUY,2006,0.000011
Guyana,GUY,2007,0.000011
Guyana,GUY,2008,0.000027000002
Guyana,GUY,2009,0.000027000002
Guyana,GUY,2010,0.000027000002
Guyana,GUY,2011,0.000027000002
Guyana,GUY,2012,0.000042
Guyana,GUY,2013,0.000046
Guyana,GUY,2014,0.000050000002
Guyana,GUY,2015,0.00017300002
Guyana,GUY,2016,0.00017300002
Guyana,GUY,2017,0.00017300002
Guyana,GUY,2018,0.00017300002
Guyana,GUY,2019,0.00017300002
Guyana,GUY,2020,0.00017300002
Guyana,GUY,2021,0.00017300002
Guyana,GUY,2022,0.00017300002
Guyana,GUY,2023,0.00017300002
Haiti,HTI,2018,0.000024
Haiti,HTI,2019,0.000024
Haiti,HTI,2020,0.000024
Haiti,HTI,2021,0.000024
Haiti,HTI,2022,0.000024
Haiti,HTI,2023,0.000024
High-income countries,,2000,15.399412
High-income countries,,2001,21.676432
High-income countries,,2002,28.310848
High-income countries,,2003,35.257687
High-income countries,,2004,42.55128
High-income countries,,2005,52.301014
High-income countries,,2006,63.724552
High-income countries,,2007,78.17072
High-income countries,,2008,95.12716
High-income countries,,2009,118.52276
High-income countries,,2010,134.0043
High-income countries,,2011,152.0685
High-income countries,,2012,179.84354
High-income countries,,2013,194.06082
High-income countries,,2014,213.73586
High-income countries,,2015,237.77948
High-income countries,,2016,261.2889
High-income countries,,2017,284.72662
High-income countries,,2018,304.4599
High-income countries,,2019,329.77594
High-income countries,,2020,361.05646
High-income countries,,2021,391.8189
High-income countries,,2022,422.59027
High-income countries,,2023,451.55957
Honduras,HND,2011,0.102000006
Honduras,HND,2012,0.102000006
Honduras,HND,2013,0.102000006
Honduras,HND,2014,0.15200001
Honduras,HND,2015,0.1559
Honduras,HND,2016,0.1789
Honduras,HND,2017,0.2289
Honduras,HND,2018,0.2289
Honduras,HND,2019,0.2389
Honduras,HND,2020,0.2389
Honduras,HND,2021,0.2389
Honduras,HND,2022,0.2389
Honduras,HND,2023,0.2389
Hong Kong,HKG,2017,0.000803
Hong Kong,HKG,2018,0.000803
Hong Kong,HKG,2019,0.000803
Hong Kong,HKG,2020,0.000803
Hong Kong,HKG,2021,0.000803
Hong Kong,HKG,2022,0.00080000004
Hong Kong,HKG,2023,0.00080000004
Hungary,HUN,2001,0.001
Hungary,HUN,2002,0.001
Hungary,HUN,2003,0.003
Hungary,HUN,2004,0.003
Hungary,HUN,2005,0.017
Hungary,HUN,2006,0.033
Hungary,HUN,2007,0.061000004
Hungary,HUN,2008,0.134
Hungary,HUN,2009,0.20300001
Hungary,HUN,2010,0.293
Hungary,HUN,2011,0.33100003
Hungary,HUN,2012,0.32500002
Hungary,HUN,2013,0.32900003
Hungary,HUN,2014,0.32900003
Hungary,HUN,2015,0.32900003
Hungary,HUN,2016,0.32900003
Hungary,HUN,2017,0.32900003
Hungary,HUN,2018,0.32900003
Hungary,HUN,2019,0.323
Hungary,HUN,2020,0.323
Hungary,HUN,2021,0.324
Hungary,HUN,2022,0.324
Hungary,HUN,2023,0.324
Iceland,ISL,2013,0.002
Iceland,ISL,2014,0.003
Iceland,ISL,2015,0.003
Iceland,ISL,2016,0.003
Iceland,ISL,2017,0.00243
Iceland,ISL,2018,0.0024
Iceland,ISL,2019,0.0024
Iceland,ISL,2020,0.0018000001
Iceland,ISL,2021,0.0018000001
Iceland,ISL,2022,0.0019080001
Iceland,ISL,2023,0.0019080001
India,IND,2000,0.94100004
India,IND,2001,1.5630001
India,IND,2002,1.6060001
India,IND,2003,2.4610002
India,IND,2004,3.8130002
India,IND,2005,4.4339
India,IND,2006,6.3150005
India,IND,2007,7.8445206
India,IND,2008,10.2425
India,IND,2009,10.925
India,IND,2010,13.184001
India,IND,2011,16.179
India,IND,2012,17.2997
India,IND,2013,18.4204
India,IND,2014,22.465302
India,IND,2015,25.08819
India,IND,2016,28.700441
India,IND,2017,32.84846
India,IND,2018,35.288105
India,IND,2019,37.50518
India,IND,2020,38.558605
India,IND,2021,40.06727
India,IND,2022,41.929783
India,IND,2023,44.73624
Indonesia,IDN,2007,0.000100000005
Indonesia,IDN,2008,0.00026
Indonesia,IDN,2009,0.00106
Indonesia,IDN,2010,0.00034000003
Indonesia,IDN,2011,0.00093000004
Indonesia,IDN,2012,0.00093000004
Indonesia,IDN,2013,0.00063
Indonesia,IDN,2014,0.00112
Indonesia,IDN,2015,0.00146
Indonesia,IDN,2016,0.00146
Indonesia,IDN,2017,0.00146
Indonesia,IDN,2018,0.14351
Indonesia,IDN,2019,0.15431
Indonesia,IDN,2020,0.15431
Indonesia,IDN,2021,0.15431
Indonesia,IDN,2022,0.15431
Indonesia,IDN,2023,0.15431
Iran,IRN,2000,0.011000001
Iran,IRN,2001,0.011000001
Iran,IRN,2002,0.012
Iran,IRN,2003,0.016
Iran,IRN,2004,0.0249
Iran,IRN,2005,0.037
Iran,IRN,2006,0.047000002
Iran,IRN,2007,0.063
Iran,IRN,2008,0.063
Iran,IRN,2009,0.09200001
Iran,IRN,2010,0.095000006
Iran,IRN,2011,0.09821001
Iran,IRN,2012,0.106130004
Iran,IRN,2013,0.10763
Iran,IRN,2014,0.14878
Iran,IRN,2015,0.15344001
Iran,IRN,2016,0.19094001
Iran,IRN,2017,0.259
Iran,IRN,2018,0.282
Iran,IRN,2019,0.30492002
Iran,IRN,2020,0.30808
Iran,IRN,2021,0.31020004
Iran,IRN,2022,0.342
Iran,IRN,2023,0.36489004
Ireland,IRL,2000,0.116500005
Ireland,IRL,2001,0.12290001
Ireland,IRL,2002,0.13480002
Ireland,IRL,2003,0.21030001
Ireland,IRL,2004,0.33640003
Ireland,IRL,2005,0.49330005
Ireland,IRL,2006,0.6765
Ireland,IRL,2007,0.74050003
Ireland,IRL,2008,0.9423
Ireland,IRL,2009,1.2513
Ireland,IRL,2010,1.3903999
Ireland,IRL,2011,1.5846001
Ireland,IRL,2012,1.7043501
Ireland,IRL,2013,1.9233
Ireland,IRL,2014,2.28325
Ireland,IRL,2015,2.45115
Ireland,IRL,2016,2.80165
Ireland,IRL,2017,3.31915
Ireland,IRL,2018,3.67385
Ireland,IRL,2019,4.1264505
Ireland,IRL,2020,4.3067
Ireland,IRL,2021,4.339041
Ireland,IRL,2022,4.5361314
Ireland,IRL,2023,4.806731
Israel,ISR,2002,0.006
Israel,ISR,2003,0.006
Israel,ISR,2004,0.006
Israel,ISR,2005,0.006
Israel,ISR,2006,0.006
Israel,ISR,2007,0.006
Israel,ISR,2008,0.006
Israel,ISR,2009,0.006
Israel,ISR,2010,0.006
Israel,ISR,2011,0.006
Israel,ISR,2012,0.006
Israel,ISR,2013,0.006
Israel,ISR,2014,0.006
Israel,ISR,2015,0.006
Israel,ISR,2016,0.027250001
Israel,ISR,2017,0.027250001
Israel,ISR,2018,0.027250001
Israel,ISR,2019,0.027250001
Israel,ISR,2020,0.027250001
Israel,ISR,2021,0.027250001
Israel,ISR,2022,0.13625
Israel,ISR,2023,0.31625003
Italy,ITA,2000,0.363
Italy,ITA,2001,0.66400003
Italy,ITA,2002,0.78000003
Italy,ITA,2003,0.874
Italy,ITA,2004,1.1270001
Italy,ITA,2005,1.6350001
Italy,ITA,2006,1.9020001
Italy,ITA,2007,2.7020001
Italy,ITA,2008,3.525
Italy,ITA,2009,4.879
Italy,ITA,2010,5.794
Italy,ITA,2011,6.918
Italy,ITA,2012,8.102
Italy,ITA,2013,8.542001
Italy,ITA,2014,8.683001
Italy,ITA,2015,9.137
Italy,ITA,2016,9.384001
Italy,ITA,2017,9.736579
Italy,ITA,2018,10.230247
Italy,ITA,2019,10.679461
Italy,ITA,2020,10.870623
Italy,ITA,2021,11.253734
Italy,ITA,2022,11.820508
Italy,ITA,2023,12.307508
Jamaica,JAM,2004,0.020700002
Jamaica,JAM,2005,0.020700002
Jamaica,JAM,2006,0.020700002
Jamaica,JAM,2007,0.020700002
Jamaica,JAM,2008,0.020700002
Jamaica,JAM,2009,0.020700002
Jamaica,JAM,2010,0.041900005
Jamaica,JAM,2011,0.041900005
Jamaica,JAM,2012,0.041900005
Jamaica,JAM,2013,0.041900005
Jamaica,JAM,2014,0.041900005
Jamaica,JAM,2015,0.041900005
Jamaica,JAM,2016,0.102000006
Jamaica,JAM,2017,0.102000006
Jamaica,JAM,2018,0.102000006
Jamaica,JAM,2019,0.102000006
Jamaica,JAM,2020,0.102000006
Jamaica,JAM,2021,0.102000006
Jamaica,JAM,2022,0.102000006
Jamaica,JAM,2023,0.102000006
Japan,JPN,2000,0.08400001
Japan,JPN,2001,0.17500001
Japan,JPN,2002,0.277
Japan,JPN,2003,0.508
Japan,JPN,2004,0.76900005
Japan,JPN,2005,1.2270001
Japan,JPN,2006,1.8050001
Japan,JPN,2007,1.5270001
Japan,JPN,2008,1.756
Japan,JPN,2009,1.9970001
Japan,JPN,2010,2.2940001
Japan,JPN,2011,2.4190001
Japan,JPN,2012,2.562
Japan,JPN,2013,2.6460001
Japan,JPN,2014,2.753
Japan,JPN,2015,2.809
Japan,JPN,2016,3.2050002
Japan,JPN,2017,3.4830003
Japan,JPN,2018,3.4980001
Japan,JPN,2019,3.9520001
Japan,JPN,2020,4.1200004
Japan,JPN,2021,4.262
Japan,JPN,2022,4.372
Japan,JPN,2023,5.2320004
Jordan,JOR,2000,0.0014000001
Jordan,JOR,2001,0.0014000001
Jordan,JOR,2002,0.0014000001
Jordan,JOR,2003,0.0014000001
Jordan,JOR,2004,0.0014000001
Jordan,JOR,2005,0.0014000001
Jordan,JOR,2006,0.0014000001
Jordan,JOR,2007,0.0014000001
Jordan,JOR,2008,0.0014000001
Jordan,JOR,2009,0.0014000001
Jordan,JOR,2010,0.0014000001
Jordan,JOR,2011,0.0014000001
Jordan,JOR,2012,0.0014000001
Jordan,JOR,2013,0.0014000001
Jordan,JOR,2014,0.0014000001
Jordan,JOR,2015,0.11840001
Jordan,JOR,2016,0.1844
Jordan,JOR,2017,0.1984
Jordan,JOR,2018,0.29450002
Jordan,JOR,2019,0.38360003
Jordan,JOR,2020,0.52861
Jordan,JOR,2021,0.63211
Jordan,JOR,2022,0.61401004
Jordan,JOR,2023,0.61401004
Kazakhstan,KAZ,2012,0.0015
Kazakhstan,KAZ,2013,0.004
Kazakhstan,KAZ,2014,0.052810002
Kazakhstan,KAZ,2015,0.071755
Kazakhstan,KAZ,2016,0.098160006
Kazakhstan,KAZ,2017,0.11240001
Kazakhstan,KAZ,2018,0.12145
Kazakhstan,KAZ,2019,0.2838
Kazakhstan,KAZ,2020,0.48630002
Kazakhstan,KAZ,2021,0.68395007
Kazakhstan,KAZ,2022,1.10775
Kazakhstan,KAZ,2023,1.44
Kenya,KEN,2000,0.00040000002
Kenya,KEN,2001,0.00040000002
Kenya,KEN,2002,0.00040000002
Kenya,KEN,2003,0.00040000002
Kenya,KEN,2004,0.00040000002
Kenya,KEN,2005,0.00040000002
Kenya,KEN,2006,0.00040000002
Kenya,KEN,2007,0.00040000002
Kenya,KEN,2008,0.00040000002
Kenya,KEN,2009,0.00040000002
Kenya,KEN,2010,0.00565
Kenya,KEN,2011,0.00565
Kenya,KEN,2012,0.00565
Kenya,KEN,2013,0.00565
Kenya,KEN,2014,0.005850001
Kenya,KEN,2015,0.026100002
Kenya,KEN,2016,0.026100002
Kenya,KEN,2017,0.02621
Kenya,KEN,2018,0.3361
Kenya,KEN,2019,0.3361
Kenya,KEN,2020,0.3361
Kenya,KEN,2021,0.43610004
Kenya,KEN,2022,0.43610004
Kenya,KEN,2023,0.43610004
Kosovo,OWID_KOS,2010,0.001
Kosovo,OWID_KOS,2011,0.001
Kosovo,OWID_KOS,2012,0.001
Kosovo,OWID_KOS,2013,0.001
Kosovo,OWID_KOS,2014,0.001
Kosovo,OWID_KOS,2015,0.001
Kosovo,OWID_KOS,2016,0.001
Kosovo,OWID_KOS,2017,0.03375
Kosovo,OWID_KOS,2018,0.03375
Kosovo,OWID_KOS,2019,0.03375
Kosovo,OWID_KOS,2020,0.03375
Kosovo,OWID_KOS,2021,0.03375
Kosovo,OWID_KOS,2022,0.068220004
Kosovo,OWID_KOS,2023,0.13722001
Kuwait,KWT,2013,0.0024
Kuwait,KWT,2014,0.0024
Kuwait,KWT,2015,0.0024
Kuwait,KWT,2016,0.0024
Kuwait,KWT,2017,0.0024
